,Sample,B.cells.naive,B.cells.memory,Plasma.cells,T.cells.CD8,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,NK.cells.resting,NK.cells.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.cells.resting,Dendritic.cells.activated,Mast.cells.resting,Mast.cells.activated,Eosinophils,Neutrophils
12,GSM249745,-0.321674408709929,-0.354250907151329,-0.187326219455925,-0.356466109902745,-0.234695976106477,-0.25639366141323,-0.531871257393455,-0.176375184293548,-0.51216514354168,-0.427145947046942,-0.447897963386925,-0.431281380237842,-0.297440267836682,-0.153216953750003,-0.245857089364447,-0.163256684273124,-0.269525899256332,-0.21629610828737,-0.473300164941331,-0.54937783997088,-0.417714864244819,-0.42957524834988
13,GSM249746,-0.416072380014426,-0.452631492920856,-0.42727599236443,-0.401417751368026,-0.361344031337883,-0.267548642261249,-0.530019733643804,-0.27560135420042,-0.47258097491543,-0.443837938885831,-0.477106996794513,-0.407649260939311,-0.441955626745468,-0.299248956049461,-0.294720133143085,-0.316928767206015,-0.423284726469072,-0.304082666279925,-0.429944281051915,-0.52710964885453,-0.41719978648374,-0.463106931182563
14,GSM249747,-0.300545415052253,-0.322131179823897,-0.251443791175825,-0.27448866615458,-0.325915166897029,-0.194241630775218,-0.396308623422817,-0.117199736109933,-0.414450513990181,-0.294464880262968,-0.390245191017469,-0.327220562995148,-0.158973822619286,-0.0585067081622013,-0.0374172860339059,-0.125145421398094,-0.168874504835137,-0.0496810855275784,-0.477293680001582,-0.56288660193099,-0.353160256062347,-0.359009837701329
15,GSM249748,-0.355186707957998,-0.36264276122993,-0.240905333196386,-0.385103818894771,-0.392725501199912,-0.247841294462918,-0.588968356077533,-0.177613635810778,-0.512045687122287,-0.427615919122993,-0.489670081503484,-0.438558485612595,-0.23637763623073,-0.0602545566875782,-0.2104525049737,-0.142612691994855,-0.238706849607301,-0.188942546804348,-0.487912555890334,-0.543669317277234,-0.401607036606825,-0.412557275074435
16,GSM249749,-0.360839698932512,-0.362990681334849,-0.313037942749238,-0.346406372952234,-0.389937639557983,-0.273141030648699,-0.544251935501609,-0.240183796550866,-0.510909726955253,-0.375754923841527,-0.406883539360209,-0.362623286309997,-0.224083832764792,-0.115857255041961,-0.142330599645144,-0.043341585047842,-0.161314494716082,-0.0719859738836137,-0.503666450640758,-0.589621070749786,-0.426337682390744,-0.380319197346704
17,GSM249750,-0.34136117086203,-0.32131485415933,-0.282418618928937,-0.171028112022649,-0.256555680820602,-0.0998225041940986,-0.238159591105115,-0.0330147541842344,-0.379699789690445,-0.20587786975203,-0.243752539267221,-0.209203150261335,-0.165583838280961,-0.0462058213908072,0.0396706946685501,-0.0259383124101948,-0.148008314763544,-0.0469035647687432,-0.44739172184931,-0.542500984393294,-0.369002718176102,-0.337799331157279
18,GSM249751,-0.323194423007649,-0.313407712729441,-0.214039728519263,-0.178282577800323,-0.253885155471814,-0.173568798716114,-0.363602870002336,-0.139177237821088,-0.441664912002038,-0.28414864990247,-0.31197165921981,-0.269388813345405,-0.278213103040902,-0.063375516842132,-0.0143726328608109,-0.107799133791782,-0.150772366970486,-0.00360965183129616,-0.454271135907718,-0.450577686723051,-0.40081839308591,-0.420620194924095
19,GSM249752,-0.498586297354491,-0.50196539348344,-0.338126826950463,-0.503487109856232,-0.439560804183486,-0.413415592134053,-0.778928590859952,-0.355629945349301,-0.614825412446666,-0.592682947968245,-0.604722225761892,-0.580522586358515,-0.493887148137819,-0.257763340959396,-0.458218396362807,-0.28599715590033,-0.430000027280373,-0.419874596593227,-0.584736902276196,-0.680355437336182,-0.566975438581519,-0.493042241708606
20,GSM249754,-0.426599153583636,-0.452092773866434,-0.31101364736848,-0.5301754694009,-0.469561672564082,-0.400824567820969,-0.721869662633436,-0.332607771379524,-0.627937020012476,-0.550750108221825,-0.643773253282051,-0.640497445011292,-0.486597140253289,-0.31229407952627,-0.366311269608814,-0.280833758856277,-0.444189098888963,-0.332179393713871,-0.553904117583863,-0.62293709391791,-0.460370292706813,-0.49920059549499
21,GSM249755,-0.417803996657629,-0.492760350427646,-0.358164423971143,-0.526928086702611,-0.411206714589143,-0.384905622087003,-0.675959923818288,-0.270456120738213,-0.589526032259945,-0.594317468031552,-0.642397454106898,-0.556207187082045,-0.441399345982353,-0.295539493403862,-0.545390514558555,-0.277810115490881,-0.412531710133233,-0.418835411751716,-0.532287315773679,-0.611859105234813,-0.418823941242802,-0.497200442274156
22,GSM249756,-0.415180204634008,-0.424096776719672,-0.235093213889515,-0.360114165298109,-0.391807931083693,-0.248114118248289,-0.509114475590276,-0.186118364476925,-0.505845162133265,-0.390629094865245,-0.422741120604156,-0.435460086863849,-0.283539165098236,-0.175801135770689,-0.32665638291926,-0.170202944348613,-0.2344587878799,-0.289742324280096,-0.544521434943364,-0.541211396114252,-0.41001425489372,-0.400906179979121
23,GSM249758,-0.291140977484115,-0.312660527511799,-0.212264690129956,-0.231209132640364,-0.305395935940602,-0.195422388634281,-0.42538593866463,-0.136499417940768,-0.470535452574565,-0.263010249193178,-0.318639526761472,-0.30300920412521,-0.240941768973471,-0.136297480422364,-0.0799183132276643,-0.241084367210707,-0.203322757098902,-0.102778293734748,-0.599455482284067,-0.606108582390122,-0.343456803152766,-0.369433272271844
24,GSM249759,-0.270828492279748,-0.276215770678996,-0.00230354989541585,-0.243526685820815,-0.331040170040889,-0.178862390182459,-0.455791605868042,-0.122853387583295,-0.466507399052084,-0.296246042332618,-0.390777978783143,-0.327797655961743,-0.146820287696935,0.0074412034330937,-0.210206071079519,-0.130372273840945,-0.184738348044065,-0.197590616301946,-0.394767397661617,-0.442351265576019,-0.332798250687449,-0.297613696058852
25,GSM249760,-0.434160501965984,-0.464687063879874,-0.314201868310619,-0.478419902906793,-0.336971181786253,-0.355994148282105,-0.658341801322921,-0.271799567525384,-0.603817782164314,-0.514677753955724,-0.590883092538833,-0.573181571315513,-0.270334632177037,-0.129218349495349,-0.212538064162291,-0.276520762376887,-0.158947869455011,-0.147803689146639,-0.35414336939391,-0.400743319826026,-0.323500894261078,-0.326017052609374
26,GSM249762,-0.23053650678825,-0.239098390831808,-0.120867202081378,0.0231411556985763,-0.117776752957989,0.0701985421489499,-0.160977521620966,0.0378863904545412,-0.208999637296419,0.000261016933438719,-0.130701261463159,-0.110600060983582,-0.0746824329621067,0.214630093983183,-0.0701467575949874,0.0206507434900865,0.0492146913436664,-0.0418957542562774,-0.363918536336991,-0.456818233388365,-0.274519138609399,-0.224334942532837
27,GSM249763,-0.382572843384955,-0.381876422623614,-0.221791983797687,-0.276708925219043,-0.346772827959381,-0.213718330553055,-0.459945576718228,-0.204407443696305,-0.473335738660588,-0.287624502038105,-0.350104679361865,-0.331161795219858,-0.246061375807536,-0.155317692278115,-0.201502508988351,-0.141868742854393,-0.198159800500306,-0.153881964626895,-0.499888685563152,-0.618925092844984,-0.40243588871354,-0.422035982428902
28,GSM249764,-0.381987416803675,-0.402182971949748,-0.233477969659402,-0.239061634461283,-0.306163588012095,-0.143770633381562,-0.395310174010331,-0.154134872059681,-0.435884625817997,-0.26519552029224,-0.379043880213495,-0.329193448636348,-0.205272172027656,-0.0587215885143367,-0.0211916134488317,-0.0712947287132671,-0.135296184055906,0.00478133683882263,-0.457274018072295,-0.543839578297086,-0.336873640679755,-0.34855348069658
29,GSM249765,-0.281307257258495,-0.318968603567042,-0.197065057727544,-0.447114266378061,-0.378536318334304,-0.293019548344362,-0.570616918052297,-0.216434789824882,-0.528989539708826,-0.47423066448251,-0.536957576653692,-0.46517532806414,-0.263002985222152,-0.214888572607333,-0.123874055780744,-0.238736800065619,-0.318749994467428,-0.169721177122116,-0.462260233140184,-0.517114608419307,-0.426089368746393,-0.448636145138522
30,GSM249766,-0.415573560899578,-0.424360432430529,-0.313907153696924,-0.535806641687439,-0.464217485871681,-0.410597775273199,-0.714611402580459,-0.231380086875075,-0.617684598486495,-0.566669554468838,-0.617689193352382,-0.497473027154935,-0.279080575755055,-0.322480403942083,-0.205293517252426,-0.235895845258884,-0.365068444056343,-0.242818499990849,-0.428714529244229,-0.551922747848767,-0.499716879817709,-0.488805488050564
31,GSM249767,-0.399626788170588,-0.427969852734784,-0.26435667021095,-0.449840430407818,-0.422497219877535,-0.335812800786626,-0.617029925956735,-0.234033806792239,-0.57907959869423,-0.505450184030408,-0.561911462893622,-0.493012091958122,-0.273488620541545,-0.179071555939036,-0.170060075308364,-0.201293684040467,-0.309864994441997,-0.188009357835557,-0.510021537217517,-0.595015128327327,-0.463303870432666,-0.450285364976649
32,GSM249768,-0.399704324574907,-0.458454318246655,-0.299122044201103,-0.439929221370086,-0.394461116382899,-0.257265400137118,-0.650441433758907,-0.297332757660997,-0.542193582881222,-0.46432181219901,-0.547552961590973,-0.515949986311613,-0.389844462413226,-0.295499061686697,-0.452345585691411,-0.251342237872073,-0.307503307777667,-0.383981125693087,-0.36058840906677,-0.466938328168784,-0.412572266596531,-0.440401368771282
33,GSM249769,-0.400846797329401,-0.400272603251204,-0.226246935065297,-0.545740852434937,-0.413354136206543,-0.403774041561116,-0.695916360383427,-0.271002154580325,-0.562468171242619,-0.548695443748722,-0.62007861538133,-0.643658592523098,-0.527286323635771,-0.434989325894571,-0.595867895509009,-0.406597414699127,-0.465601018130439,-0.491964157952179,-0.60576400225982,-0.689959387350157,-0.517327667187218,-0.597981152920245
34,GSM249770,-0.383202810100105,-0.419898293376512,-0.26859366727393,-0.498477689382755,-0.355887762924311,-0.369124247106697,-0.676756977682158,-0.208735067184482,-0.522773012601845,-0.496768420839996,-0.585124504598119,-0.531280776031975,-0.398060748127796,-0.252655639516292,-0.377166374317769,-0.350540768756974,-0.493373163978857,-0.427392449196285,-0.510778703682629,-0.570973607140865,-0.419515287980931,-0.418190587026778
35,GSM249771,-0.32096698696597,-0.372268894566741,-0.170494874570545,-0.223950084622559,-0.28589836335909,-0.0952019087181504,-0.484488525154759,-0.166800562185796,-0.440345781705458,-0.274731385065906,-0.336825125124125,-0.316116726314864,-0.233482296451859,-0.155637887672223,-0.239074044959821,-0.105488562317969,-0.213812601212877,-0.183822894949695,-0.449279903710635,-0.527045546758206,-0.37423828663691,-0.371494510083452
36,GSM249773,-0.414767365272418,-0.397322246050798,-0.307459634621251,-0.541895862542851,-0.407101537921061,-0.372720204941782,-0.727100708378719,-0.327419140538846,-0.599782438135302,-0.577402088934087,-0.607436323956619,-0.550883813050844,-0.275794349129056,-0.105612309684644,-0.426413256407538,-0.240113337262871,-0.219043078987767,-0.378504505468075,-0.465698394455327,-0.562417827042971,-0.350283365219924,-0.310409505759266
37,GSM249774,-0.406137898114459,-0.44284237539755,-0.203271693478833,-0.503835813931809,-0.46315330066389,-0.372424404018146,-0.638595915874157,-0.276302289871754,-0.587010885682689,-0.488811082316975,-0.58303355902013,-0.570757892596859,-0.428499843994684,-0.335223432141495,-0.244864104007807,-0.296857388659049,-0.434291916051032,-0.222974853609,-0.468782754941298,-0.579189935351169,-0.497011150947737,-0.517410810023935
38,GSM249775,-0.490718508736454,-0.485162640569778,-0.361483925334182,-0.460037146444183,-0.413798290478984,-0.355916516633991,-0.690627168276351,-0.311399191831979,-0.558355654603352,-0.487752522257284,-0.564870567731773,-0.510706758359977,-0.371088856531362,-0.206785159809,-0.335798147895409,-0.291315220993183,-0.376941841768535,-0.36479872111224,-0.534637791759444,-0.604540310460861,-0.436900808922417,-0.403512149743186
39,GSM249776,-0.44656544100417,-0.465615399302573,-0.340485270143894,-0.561254402057619,-0.450905244379837,-0.36954168286332,-0.735228113133189,-0.313056347923073,-0.559492922584677,-0.541928716730478,-0.662548053140645,-0.610081551480413,-0.481335898289234,-0.337989066010255,-0.455428105485888,-0.290272744265454,-0.449995036670481,-0.396129094685027,-0.569550537881857,-0.662826975506817,-0.456454399430419,-0.52122202710355
40,GSM249777,-0.421995242959952,-0.471661024734678,-0.356958132827635,-0.546986527725414,-0.423480054739696,-0.372847612755788,-0.694229366254065,-0.239853763144721,-0.545328100790109,-0.563014608100926,-0.58506803145002,-0.615447348368006,-0.539073907746323,-0.289280363671612,-0.367936857878229,-0.367142027923502,-0.443614872320377,-0.305029906200471,-0.626893476523132,-0.690099110591797,-0.460189185109962,-0.538408286032368
41,GSM249778,-0.295502990931671,-0.32512504985999,-0.216283270531329,-0.361260128819604,-0.308694740394994,-0.292554029192459,-0.560356896969648,-0.113290818372368,-0.493231034321262,-0.398796920904028,-0.462075951004328,-0.482690921876268,-0.446481869415757,-0.275954532191182,-0.32264532869732,-0.362986299707872,-0.321843808850834,-0.290304544198239,-0.449970133100133,-0.533548525048012,-0.461677874791322,-0.505270489247332
42,GSM249780,-0.389486797756111,-0.426697477148145,-0.293016978820404,-0.407753698650727,-0.347795646401864,-0.276158475936921,-0.557523637841752,-0.220331721755163,-0.521688278725849,-0.458315318433139,-0.524216101908862,-0.463516342305346,-0.205806515297557,0.081982397274682,-0.247435978397409,-0.134477492124879,-0.162421681250197,-0.203459081670254,-0.39621975073754,-0.491893706821984,-0.331914758810121,-0.25438989486786
43,GSM249781,-0.406993450609843,-0.451498006642971,-0.35715101458407,-0.48435058414185,-0.371859933790766,-0.339928459386453,-0.642519375917265,-0.254064877180495,-0.553222062545259,-0.520757502653786,-0.615879270566605,-0.5671520126553,-0.413557934634007,-0.315022204112055,-0.258937113576914,-0.260225954093718,-0.34888037555368,-0.223653205015193,-0.455380855308508,-0.592671504875527,-0.474267339323149,-0.496553851421674
44,GSM249782,-0.269283170993531,-0.28211493679527,-0.132603251853476,-0.244346908329986,-0.310553364069184,-0.172205810000426,-0.453213535344744,-0.129504063829749,-0.449490064205729,-0.279056242454692,-0.392483521231332,-0.343805667070637,-0.153425431399162,0.0434109169672636,-0.179423335699389,-0.158784308148067,-0.132724698899529,-0.130565045055103,-0.424163978926446,-0.503391477257914,-0.313889687748746,-0.329003958881414
45,GSM249783,-0.450421862940627,-0.472739938606913,-0.295387155091574,-0.473112291236685,-0.446607846747509,-0.368652477937726,-0.688129669777661,-0.33995901956043,-0.561687507614241,-0.51681859125241,-0.542943369800938,-0.517836877289367,-0.509536499322365,-0.378768160776848,-0.426731944901727,-0.371216582137299,-0.461430043964471,-0.393510562086508,-0.570816383867098,-0.629825988325015,-0.558408701829257,-0.536041214200401
46,GSM249784,-0.490452021034737,-0.50283092670042,-0.395990779255637,-0.533514162636609,-0.47861679389352,-0.370389964161624,-0.712036976201916,-0.343740705745135,-0.614830585832028,-0.562192525615424,-0.618157087181254,-0.518662620997751,-0.300494029151274,-0.237896421624105,-0.296710122499285,-0.143045404597868,-0.330840290180852,-0.271198499360995,-0.447675363395433,-0.593431762636791,-0.399385616127486,-0.421274118566989
47,GSM249785,-0.33813649150846,-0.37247987981137,-0.306489473223812,-0.551523273230367,-0.493254041225694,-0.40262488956672,-0.723690406601224,-0.214132024359091,-0.573077773404371,-0.566563668816023,-0.656928807304836,-0.668646980584912,-0.514209109960425,-0.435505828540185,-0.588574016631294,-0.35552341337323,-0.40209211460037,-0.299182481561208,-0.357919405939871,-0.478945730482474,-0.44849107858758,-0.620185760432004
48,GSM249786,-0.398178033441412,-0.4438155026055,-0.352657175103742,-0.56472131728392,-0.423987782642178,-0.402171626447256,-0.696825564596776,-0.317492077785802,-0.594568130575768,-0.56767773264941,-0.643657528944145,-0.58405783206015,-0.486003401845869,-0.367906028399134,-0.434187344308644,-0.359240357919064,-0.445875960236497,-0.390896262918773,-0.475338254570979,-0.58897974812967,-0.508051118124685,-0.490513079922652
49,GSM249788,-0.39371033729267,-0.392747657419988,-0.195672852195946,-0.385366714098485,-0.385009227474686,-0.25949204879564,-0.544252893836051,-0.298277629286863,-0.465330109316945,-0.396330283701837,-0.46172445676423,-0.44468099923896,-0.314337249305639,-0.250375303295827,-0.258505024250106,-0.228589523251414,-0.335290889771489,-0.281988747706018,-0.398299538364777,-0.436485289584145,-0.42864657679803,-0.425396631567441
50,GSM249789,-0.448767084042478,-0.439000260510139,-0.230101259115314,-0.554041129486521,-0.456162274607328,-0.371064062983633,-0.654716308711077,-0.25527205635682,-0.571655373904248,-0.520969668441368,-0.620266811027962,-0.615598505495373,-0.471353578905025,-0.339540595585279,-0.415386833941105,-0.39190925554438,-0.385196351582053,-0.330013955409226,-0.483929211816125,-0.573422001391773,-0.449265506474958,-0.56849678551137
51,GSM249791,-0.38831795662368,-0.448656238379268,-0.29582118891579,-0.507118409280446,-0.394011101512898,-0.349312110669993,-0.65590514840736,-0.265991704829075,-0.549424958986269,-0.522664912820893,-0.566963992159067,-0.581131959519535,-0.331644553036916,-0.142696124245601,-0.378926658303641,-0.235978795259962,-0.278042687792074,-0.3614538299056,-0.440039827944565,-0.504220550836503,-0.439987117043045,-0.335310764193384
52,GSM249793,-0.39833015215803,-0.438804502308917,-0.407072735483721,-0.443834511008289,-0.465126110447424,-0.334177103826256,-0.661700271932733,-0.280983895521511,-0.60033651892924,-0.483473768981641,-0.545963974061361,-0.479172729351066,-0.310978558082192,-0.0324229924578319,-0.111338268117998,-0.11875041699041,-0.273437994769342,-0.156788002291139,-0.333200398525188,-0.443074077862889,-0.476840913227991,-0.343096479850497
53,GSM249794,-0.432915210775196,-0.437791246519836,-0.280921607927923,-0.529288648220158,-0.457828187671306,-0.395801932373111,-0.722831432410441,-0.212768235717414,-0.538062057566994,-0.539363936914705,-0.653435440794223,-0.598644855454243,-0.429186316327817,-0.347416861679489,-0.302480418623622,-0.304019430715004,-0.421543142084629,-0.283380878644247,-0.526193766156526,-0.552543325406988,-0.423847848956924,-0.478083400635195
54,GSM249795,-0.32490273204778,-0.353291529160149,-0.191370856214462,-0.226923161068549,-0.355003976235932,-0.159849506110884,-0.469376153042466,-0.199699352131561,-0.464461252332682,-0.246541571612464,-0.257223434836888,-0.204905697832404,-0.225352486023757,-0.0482306495383299,-0.103576090592567,-0.148524960805767,-0.25357062050718,-0.148701812401988,-0.3441885429185,-0.405265926472669,-0.371810599445509,-0.359941958726127
55,GSM249796,-0.44035479111592,-0.484618031331176,-0.356551779055088,-0.518679507505598,-0.364582248154347,-0.382933389450144,-0.638561852013099,-0.269665633305827,-0.566127844877641,-0.526555793765544,-0.582762772415178,-0.587344349535722,-0.498397077775959,-0.359541408188279,-0.350197754602288,-0.412941054757793,-0.439573079055537,-0.342310525132889,-0.498569866075436,-0.57606871364025,-0.457541791998172,-0.484959420526459
56,GSM249797,-0.369014718179829,-0.398749072664343,-0.258445888137997,-0.47386200515833,-0.374410935917466,-0.327633610846072,-0.646109009976108,-0.347461219330043,-0.560865637566285,-0.498534571426056,-0.5569765444126,-0.524661685759659,-0.377206483027828,-0.121549349547918,-0.32710050367154,-0.213857574462948,-0.308457195676715,-0.259877282733139,-0.442190787954392,-0.530568156706512,-0.473241255035022,-0.426194596005862
57,GSM249798,-0.368705025346679,-0.400636739949944,-0.323908041372974,-0.52960645240398,-0.47458245534838,-0.375883113440784,-0.707135261338906,-0.250396226233461,-0.59654635571878,-0.569401518696965,-0.636304372388032,-0.5881735822073,-0.436194966198177,-0.275312095726734,-0.438486592172524,-0.282881599635316,-0.383008894508046,-0.333986889747393,-0.621044966249593,-0.651067523149999,-0.445734395135337,-0.498040676400911
58,GSM249799,-0.355165785913048,-0.385196795855593,-0.363750423152432,-0.540653543545134,-0.397668488076831,-0.406833010688223,-0.728158656106507,-0.241764678578772,-0.595197967213693,-0.536985429620939,-0.634468123536359,-0.585768555744421,-0.503140474871605,-0.394506585798449,-0.446545575601266,-0.384646972441491,-0.446981324457316,-0.442147891197519,-0.59975878547312,-0.678572991561413,-0.495386462984967,-0.510784238651022
59,GSM249800,-0.354174881158152,-0.337013277354752,-0.0880091641083898,-0.28199562044815,-0.3147047097557,-0.205893770840099,-0.405408515746047,-0.116229840410597,-0.442078818392691,-0.287248260983702,-0.396464901910434,-0.370013447277805,-0.268512792640422,-0.138893331197562,-0.140477797968946,-0.171690263763276,-0.162418585538801,-0.141192338498589,-0.560437108274321,-0.590687475513321,-0.302988364352611,-0.414829348721315
60,GSM249801,-0.36077237198247,-0.393450651948831,-0.283248918101446,-0.367897271747959,-0.385754393508985,-0.310702593680716,-0.631423102413066,-0.245037605463093,-0.563292105323948,-0.399189780597331,-0.446747690277188,-0.508110385563656,-0.329874488511817,-0.144750966597857,-0.367935020269445,-0.202049909188637,-0.264529446919101,-0.278446680248782,-0.430859654665064,-0.500557193928268,-0.365924258534645,-0.371082299303735
61,GSM249802,-0.39212288088791,-0.434071207721022,-0.39104098379983,-0.511878316633245,-0.464893706019449,-0.345382072710276,-0.632892704310597,-0.380008110418199,-0.558790409276979,-0.491884484288933,-0.483360644973472,-0.514158454760172,-0.384877216812678,-0.223888179226726,-0.259225208900413,-0.319851615674804,-0.367749853962517,-0.265019723479273,-0.480692597425457,-0.543251248309165,-0.43356460841964,-0.377964152037864
62,GSM249803,-0.445356358753358,-0.485116772226395,-0.288595241460763,-0.439716007896606,-0.42864233044732,-0.325040391140028,-0.58198950891446,-0.188857732468183,-0.573335775096853,-0.47358342213507,-0.553140578372683,-0.503459429606777,-0.354290749995469,-0.179988549462445,-0.301810735968195,-0.262059646071868,-0.349912826838291,-0.262248052537174,-0.469804649378825,-0.530891928463815,-0.423804643088162,-0.461912706390347
63,GSM249804,-0.392834027130989,-0.39957042610985,-0.331949574503561,-0.536277262075853,-0.405569440010879,-0.386799884858115,-0.658264364141531,-0.272115658366729,-0.565419953856514,-0.495708604140015,-0.593100065693627,-0.575091213223593,-0.441258021180947,-0.339262517273891,-0.403667071442106,-0.31582609898871,-0.40779338879763,-0.334324565502106,-0.44744921741312,-0.462660599565739,-0.383196882896393,-0.437797539490532
64,GSM249805,-0.334799817434451,-0.372405953434996,-0.204304168142229,-0.467460395971424,-0.430653547400845,-0.333491040376016,-0.600523613772616,-0.224541861148745,-0.561450270957867,-0.4727045069817,-0.566907463102554,-0.503403013486387,-0.199344585887535,-0.128683951442104,-0.213395745422938,-0.186690313658239,-0.24117345820172,-0.174469835550142,-0.479029659928806,-0.517122413188361,-0.33295782703891,-0.3253978668411
65,GSM249806,-0.34392854835838,-0.385847769143755,-0.311776176220161,-0.355640065240261,-0.33596812955675,-0.23180112155551,-0.597496978516987,-0.148560399412123,-0.504104773154111,-0.424463008685483,-0.508205559666889,-0.462868932028142,-0.167892836473465,-0.130372746523951,-0.369794809102663,-0.19041575823573,-0.178932596282064,-0.288407087254972,-0.436667319562359,-0.535957218905831,-0.312970672818247,-0.342643190870656
