"","mayo.eset_ClusterK2_SAMD_1","mayo.eset_ClusterK2_SAMD_2","mayo.eset_ClusterK3_SAMD_1","mayo.eset_ClusterK3_SAMD_2","mayo.eset_ClusterK3_SAMD_3","mayo.eset_ClusterK4_SAMD_1","mayo.eset_ClusterK4_SAMD_2","mayo.eset_ClusterK4_SAMD_3","mayo.eset_ClusterK4_SAMD_4"
"AATF",3.41271817593775,-3.41271817593775,-2.5067033481634,3.02132094177516,-1.24455817224884,-1.59461751901568,3.7943865011896,-2.28267709970428,-0.758355629901117
"AATK",3.92186258609211,-3.92186258609211,-1.00321278571047,2.452948450912,-1.68100600182962,0.0145249435996136,0.843574860025304,-3.28544678406411,1.99446252505436
"ABAT",2.69471087909757,-2.69471087909757,-3.36582715550691,1.66382808970622,1.09818801224912,-1.82978562072128,3.33836392204474,-0.646246451174103,-1.34253364631727
"ABCA1",-8.54912843884877,8.54912843884877,4.87114221715158,-7.19054553542258,2.84463946191767,0.731769685653986,-6.90418563617304,6.19086827289952,0.198496002472191
"ABCA12",1.71052469033304,-1.71052469033304,-0.869498771222149,0.0311331201830993,0.725586042346396,-0.603277490793673,0.402294112831684,-1.26286898805145,1.23718533082769
"ABCA2",1.51467134913856,-1.51467134913856,0.750185564583164,2.40376527868742,-3.34189661565423,1.74315741007013,-0.973237895073253,-2.13710519696705,1.47249860030713
"ABCA3",3.26979457593876,-3.26979457593876,-2.71652446951505,2.80228055763727,-0.489538217631104,0.0482676683043235,1.89055187785622,-3.98965011853175,1.7075045925363
"ABCA4",4.00274691998171,-4.00274691998171,-4.23187339773936,3.32317999010416,-0.144698395163607,-2.8733986704041,2.09069321916086,-2.56293668878251,2.17018251566843
"ABCA5",0.485788646171237,-0.485788646171237,-0.143721212045584,1.11688427966757,-1.00435194105787,1.40207424456999,-1.31215685257174,-1.93964599084165,1.73863177449772
"ABCA6",-4.17783909167408,4.17783909167408,6.32311509416962,-1.85660433901241,-4.59448950368258,4.52681865043269,-3.73181170013028,0.447455343467562,-1.55822189877648
"ABCA8",-1.12277922744606,1.12277922744606,5.19818127348789,0.570931219964394,-6.38967821769027,5.35956768348011,-2.34021988219189,-2.76934309040002,-0.941861545545836
"ABCB1",-3.34653996302049,3.34653996302049,2.23210658672641,-2.88727633563353,0.658202227365964,1.14297610124676,-4.63014233028375,3.17195059352468,0.268440841090057
"ABCB4",-2.69561061006232,2.69561061006232,3.31185018267495,-2.2322337800067,-0.898531988480588,1.05340950484248,-1.11090892183149,1.85633068115181,-1.83854892742687
"ABCB7",1.74664802305632,-1.74664802305632,-3.83327459413251,-0.937635879987389,4.18970661661128,-3.17229007273957,-0.095665584248565,-1.11502525224817,4.07348988923008
"ABCB9",0.462412987406843,-0.462412987406843,-3.21049720888846,-2.30527800121262,4.54457849237001,-3.43461323012255,-1.76971367484715,-1.14219235572961,4.67608759669225
"ABCC1",0.824733807604122,-0.824733807604122,0.161308311758137,1.25476534321623,-1.31761754565032,0.0874078201325449,1.76941153996444,0.810309339495985,-2.79755653515706
"ABCC10",0.80023816898325,-0.80023816898325,-0.353563059179498,0.265577886093998,0.0571598493568496,-2.07247300023258,0.739857050607047,0.976221819282381,0.106094782589991
"ABCC2",-0.745926364512659,0.745926364512659,0.774954830059337,-0.149963388064864,-0.63189425143431,-0.684118273084535,-1.39300253662455,1.743400739196,0.0173232726110177
"ABCC3",-6.73152247089956,6.73152247089956,5.63384824391407,-5.98970922990334,0.777616417937838,4.24160271313077,-7.90725305262223,4.54946267289013,-0.973869770743235
"ABCC4",2.35938194775368,-2.35938194775368,-6.18235489344894,-0.667141967796714,5.42491568790541,-4.90844039319015,-0.432797978594903,-0.620603959925177,4.64607119343778
"ABCC5",-0.890216131797228,0.890216131797228,-3.94423417328066,-0.51287853603232,3.61740830510052,-4.83611700740021,2.09689238432608,3.36556541065399,-1.25114412547516
"ABCC6",1.27800073135852,-1.27800073135852,-0.45882176897925,2.56535396221319,-2.41588882103675,-0.607072255077925,1.33149781372251,-0.947501958567256,0.0212954623488578
"ABCC8",0.479409946899588,-0.479409946899588,-0.0678115200106682,1.09161634152311,-0.983855880708111,1.54942142800869,-0.223850436102649,-1.81446194661957,0.0741438717942351
"ABCC9",-6.13032187741941,6.13032187741941,8.25729142988607,-4.28701302297334,-2.28589577567128,6.95076978843415,-4.4681870673123,2.98337044287535,-4.08851551409937
"ABCD3",-2.65565314201002,2.65565314201002,-2.43015319634756,-2.50881475725954,4.40476951985511,-3.60375592924579,-0.808026466406565,4.00379181535015,-0.155565308702949
"ABCE1",-2.59204731236759,2.59204731236759,-3.63106436848756,-2.80590692694753,6.00649899093539,-3.37740902745826,-1.53985173463544,4.98830026270785,-0.242154524240232
"ABCF1",2.2663432840206,-2.2663432840206,-2.5946584347265,0.942185859880814,1.21880898852883,-2.42270248606759,3.67970445146509,-0.703907628478052,-1.32801976911638
"ABCF2",0.625308486618721,-0.625308486618721,-4.32080379587517,-0.180682510411403,3.80493430012076,-5.4199752964561,3.17021698497603,1.85470077153339,-0.289147043229188
"ABCG2",5.62458453572797,-5.62458453572797,-2.79438284164837,3.84438075990928,-1.5400300130207,-1.60503600218109,2.66497921125141,-5.69476041771446,3.71620535095935
"ABCG4",0.922002235672136,-0.922002235672136,1.65554714087519,1.01545990834851,-2.65706424089469,1.9938962550461,0.634287336135336,-2.60913128086038,-0.285578145968
"ABHD10",1.61151409283388,-1.61151409283388,-3.02374305301539,1.15062441838006,1.32285119947355,-3.85792990122707,2.51071429724631,0.378016518095508,0.389229500708411
"ABHD11",0.575373214227793,-0.575373214227793,-5.9737592256221,-2.08901117658324,7.48736151034916,-6.74645045202527,-2.70233668582963,1.27816311130229,7.95385183333323
"ABHD14A",6.56331104576327,-6.56331104576327,-5.58061878640687,4.94753844718005,-0.495574647155527,-2.89420230128574,2.54348571119407,-5.01065945468892,4.16073665824262
"ABHD17B",-1.13874647358109,1.13874647358109,-1.63189381459628,-1.40326464883159,2.88727120094541,-4.77938329010575,0.406422512622652,4.05399874859713,-0.33587957601044
"ABHD2",-7.35430606669243,7.35430606669243,5.01089930084555,-5.35504078628709,1.39852113000544,1.65033247088507,-5.35221593644876,6.3948705069364,-2.17434404441644
"ABHD3",-6.1771918602147,6.1771918602147,0.988041198156295,-6.44650887442153,5.97060523636785,-3.04011500732786,-4.19660519155908,7.46974064987342,0.298993028291008
"ABHD4",-0.840516053326221,0.840516053326221,1.55042944364,-0.563194232522126,-0.584279959016661,3.70346066802802,-1.50919224632704,-1.03214462671638,-0.238973239116097
"ABHD5",-2.78365381008565,2.78365381008565,-0.0523675107219999,-3.14423815643386,3.26198877831859,-2.39785948871398,-1.9018993622976,2.97406531488578,1.01763083145982
"ABHD6",-1.90063682861672,1.90063682861672,3.42704922226367,0.328624949050999,-3.17489346183912,1.86067907671491,-1.08841886862312,1.42601775735978,-1.86539336377642
"ABHD8",2.00886507106414,-2.00886507106414,-2.40363383254484,3.31874748305061,-1.40790180212509,-2.81826272868752,3.9297165146252,-0.875329360306597,-0.770005921955252
"ABI1",-4.76115398145228,4.76115398145228,1.89548317774587,-4.83331681831063,3.74701051055362,-0.837976840701388,-3.01946925563809,3.37231046472723,1.15119082053141
"ABI2",4.57200914692351,-4.57200914692351,-4.58852825159748,3.63079462019147,0.0672760709701898,-1.76718372931937,4.57097973105304,-4.01047013564618,0.306102420030081
"ABI3BP",2.06873424112638,-2.06873424112638,0.00508047463379017,2.39617868689137,-2.78043738243649,1.6453368001055,2.6783271061782,-2.95618857640201,-2.1020720734727
"ABL1",-0.663730943955575,0.663730943955575,-0.293804581189919,-1.23153106766016,1.61719219588901,-1.99036478526023,0.630318299592744,1.70822713966881,-0.482410618312818
"ABL2",-8.15065090624967,8.15065090624967,7.2795829152465,-6.24727731821533,-0.702387929595289,4.70179980077009,-3.97442084141487,4.67201910117628,-6.55554089881811
"ABLIM3",4.34874861494869,-4.34874861494869,-3.60973893783697,1.52706541094593,2.02471847535297,-2.08677598690624,1.93687771810325,-2.87929954998984,3.07403881393229
"ABR",-7.87945539947161,7.87945539947161,10.2282026058779,-3.44982394940534,-3.96486845825534,7.59431519839854,-4.93556534283952,4.78686210867323,-5.20331213826035
"ABT1",2.99856537698171,-2.99856537698171,-3.00252226901956,1.96941216269641,0.583338081089427,-2.92325147338455,2.94962405404915,-1.64347595478505,1.33438077924931
"ABTB2",2.25814492630849,-2.25814492630849,1.06366120681265,3.97743324635204,-5.36925263457709,1.89439229337541,3.21513337229127,-2.39511517188331,-3.21662329561845
"ACAA1",-0.386015629122742,0.386015629122742,1.14489881457288,-3.09897794721215,2.11286279091036,-0.0270214886828399,-5.35705717023266,-0.779495117482741,5.91583859432222
"ACAA2",0.335419578895402,-0.335419578895402,1.71728633079087,3.04888794753186,-4.70122859392784,1.44316764788894,5.14230135110978,-0.0579301246601014,-6.35984163692829
"ACACA",2.11304473378984,-2.11304473378984,-4.89039222705645,1.83295278580103,1.88280820291759,-4.86118116726372,3.05853020952136,0.0401053124017925,0.677610632385837
"ACAD10",6.68364244895872,-6.68364244895872,-4.1487071613617,3.28623790165593,0.329241030358815,-1.38592405650384,1.36146648697853,-7.20879581366421,5.2024924149094
"ACAD8",5.62722048201086,-5.62722048201086,-5.17838433927705,4.29345548365417,-0.0215659233216795,-3.54327570759112,4.20756358461043,-3.2986866576369,2.12305960892932
"ACADL",0.471502212304839,-0.471502212304839,3.17240973194233,0.930863063167053,-4.12986126826917,4.40849980976165,-0.606674868787341,-3.19344840555532,-0.678212177375591
"ACADM",1.88416067083061,-1.88416067083061,-5.49670861702177,0.434762345921761,3.94376829590324,-5.02052304182029,2.60585015765595,1.81996897028775,0.221572127582403
"ACADS",0.2103393390703,-0.2103393390703,-3.77865758926788,-1.72272394477772,4.61208997231238,-4.53819318181122,-1.51640933614139,-0.0149288569827369,5.11541365987212
"ACADSB",0.367282608292984,-0.367282608292984,-1.75035179323477,1.0575758952829,0.321553560858119,0.202994299313219,0.965792407835245,0.294836989830849,-1.25691972548025
"ACADVL",-0.583669637125518,0.583669637125518,0.677399239783452,-0.461818763759265,-0.0453818315399117,0.679353874425987,-1.8373265764554,0.931974615526685,0.423319177572456
"ACAN",1.0544457443402,-1.0544457443402,-0.805892702992982,-0.0113500160603633,0.777403801078681,-0.0891145483522157,-1.81556958961604,-0.194079437670671,1.89117378869842
"ACAP1",-13.8739666051199,13.8739666051199,5.02216287016001,-14.7852107899542,6.12399052098863,-1.38216331129399,-11.5706068903445,11.6981967103548,-3.07362670910831
"ACAP2",-0.298540179914701,0.298540179914701,-1.22552891627843,-0.93136127485442,2.02665649088601,-2.54151513247928,0.891896762197679,1.54306655420751,-0.0374747827578287
"ACAT1",-2.847762156288,2.847762156288,-1.12358454779257,-2.91164582485292,3.88220583902964,-3.11596977900826,-1.81518071708462,3.75263563929064,0.911868045566773
"ACAT2",-2.0184260515125,2.0184260515125,-0.915648601203359,-2.25653422823558,3.29810910812085,-2.53791703576438,0.728481470386309,4.10843936623438,-1.98101261910813
"ACBD3",-0.397600739156265,0.397600739156265,-1.42746620858428,-1.10498153148695,2.42265875444779,-1.76380402553973,-0.286484113231924,1.81183331422576,0.211109543871729
"ACBD4",2.86800995535404,-2.86800995535404,-2.32958952011035,1.86676794286932,0.0566485524772773,-0.417617472715362,0.118203603150112,-4.29280266503943,3.71751718628049
"ACD",0.158937649981647,-0.158937649981647,0.0129224074686411,0.644406849996531,-0.690658081169546,0.784706501548959,-0.148493909893143,-1.61638157789774,0.861781492948266
"ACE",-1.13863041983056,1.13863041983056,1.88816696249782,-2.27962024939989,0.626306175754954,0.912609737087898,-3.34219940568994,0.460629122882885,2.12729110680239
"ACE2",0.854240111191356,-0.854240111191356,-3.90292941276841,-2.27824330091037,5.28755750098627,-4.0986014105709,-2.92397686122414,-0.352842276586859,6.61115160002488
"ACHE",-9.06609115811738,9.06609115811738,11.0648603204841,-6.79573274623582,-4.05793424286499,8.14114760682449,-8.86317902149029,2.49271346095976,-3.83125646513048
"ACKR2",-0.69588353151195,0.69588353151195,-2.184502511131,-1.7022012784369,3.41959181932341,-4.81345997684028,-2.51061393306985,1.03937695269819,4.4758753681265
"ACKR3",-0.861995812499543,0.861995812499543,6.76867188443936,3.23129130261287,-9.66495529970303,5.60812257777421,3.39568854454648,-0.956920613076265,-7.81823214163115
"ACKR4",-11.5593250019852,11.5593250019852,10.6318247963431,-9.45300807144803,-1.38309702917929,6.14849923946894,-9.35009376682425,6.0261705384307,-5.20071628050679
"ACO2",-1.13691366510008,1.13691366510008,-1.91748708732046,-3.76573530374334,5.42462567223163,-3.29879128490261,-3.93212858114766,2.08477678946746,4.53817339153723
"ACOT11",1.7622668960835,-1.7622668960835,-2.82511475654167,1.76965379397272,0.636211438004589,-2.28464937456327,1.32644204601142,-0.136612107115833,0.639000618871494
"ACOT13",1.85021466095785,-1.85021466095785,-4.65561796435184,0.46622928360194,3.52098394901844,-5.42660202866081,2.79746094964974,1.21951084742698,0.961184844959809
"ACOT7",-4.11917414294276,4.11917414294276,1.27943817708912,-1.80241780315101,0.729351859048571,-0.591687511965285,-0.287865930399236,4.54865867220413,-3.07475213951045
"ACOT8",4.05403804566874,-4.05403804566874,-5.32892129994561,2.29762451721998,2.0880895553302,-5.33759942292465,3.44625689168896,-2.15835357402111,3.28339209833952
"ACOT9",-8.73146864451982,8.73146864451982,4.09458241722544,-6.66192321205462,3.17530638807186,0.950930972892093,-5.82891306254493,6.45421936101251,-0.379179966274912
"ACOX1",-2.27384470034895,2.27384470034895,-0.975780041690236,-3.03299303534057,3.98240735686623,-2.38779991359518,-2.10460195620761,3.08018387010272,1.35127990725338
"ACOX2",1.4622109934057,-1.4622109934057,1.7232067759079,0.79460305261322,-2.21759669052425,3.61868064651036,-2.54415050024538,-4.69070906228425,3.64968787157743
"ACOX3",0.450029253406621,-0.450029253406621,0.357676978314958,1.12810470317425,-1.45693805293882,-0.208341580316035,0.228430279515161,-0.217536047858287,0.160763647488068
"ACOXL",-0.129159281554892,0.129159281554892,-0.2368638256864,0.956362626293341,-0.741258001648711,-1.89147611537948,2.58473145114446,2.39346763882884,-3.6218779604452
"ACP1",6.70085935603648,-6.70085935603648,-3.31605897437954,7.44139077923439,-4.62104288921319,-0.659900709863135,7.71780364654864,-5.45253542234441,-2.22320119557272
"ACP2",-5.86379519052268,5.86379519052268,0.706160964544966,-5.41038890521497,4.65816641039108,-2.93702526678284,-2.28076275975089,5.79041931607692,-0.752877541497797
"ACP5",-9.84275360829104,9.84275360829104,4.03726980541435,-9.21253377423024,5.36809859832234,-1.81969761080021,-6.32405560710155,10.393039920965,-1.59086559427159
"ACP6",3.20551082978122,-3.20551082978122,-3.84685411516082,2.85928186033603,0.660133630380548,-1.73414321312251,-0.00750551637098734,-2.97688347671581,4.4855514920491
"ACPP",-0.635794286442898,0.635794286442898,-4.47314333321186,-5.95560362068679,9.30535950717945,-8.65203491596389,-5.06406776334881,2.28371391877532,7.49079014647565
"ACR",5.7512552329715,-5.7512552329715,-3.62992451248239,3.97168454486978,-1.65528811851039,-0.597614435472963,3.2836928072706,-4.8459009516633,0.729501500988954
"ACRV1",3.28151818962499,-3.28151818962499,-4.13462303538089,2.62526365694604,0.5056204123234,-3.52367656873621,4.02635544608892,0.22681055641674,-1.16433596753101
"ACSBG1",2.66120795799851,-2.66120795799851,-3.45710063146159,3.32497581862777,-1.08122212444221,-2.65093067233466,0.850156568557034,-1.20765990145284,1.93574048319103
"ACSF2",0.268012110769062,-0.268012110769062,-0.190150623284643,1.19571284970864,-0.959737985762838,0.480870879108358,-1.25302314014186,-1.04275598488673,1.66615342899432
"ACSL3",2.70542395309212,-2.70542395309212,0.145930302803212,2.88177448836912,-3.18816931028267,1.21945114808732,0.269403885834217,-3.69192659771889,1.9572995190434
"ACSL4",-2.63097276174803,2.63097276174803,1.99710159933347,-1.89613631795007,0.491689827781959,2.26308184520835,-4.28010038199164,1.15363884176487,1.32602390801611
"ACSL5",-2.7124868415041,2.7124868415041,-2.63643530576937,-5.11494460894712,8.57932195979877,-2.47434364847916,-8.54392757695035,3.49845383198514,7.59200487181384
"ACSL6",-5.1781384056466,5.1781384056466,1.4620580710014,-6.72342740238209,4.68561572762995,-1.4896837931809,-7.26416045028798,3.27192125483071,3.51340662320669
"ACSM1",5.57339865496856,-5.57339865496856,-4.19953076552852,4.08079574560534,-1.11506495192025,-0.259512686063598,-0.114310029331145,-5.26946010360683,4.65169979243901
"ACSM3",5.89928834723831,-5.89928834723831,-3.80496211452406,6.2090569877852,-2.76610483213756,0.0861546330808225,3.64978038573408,-4.81116131663559,0.458072478698724
"ACSM5",-4.80269545469307,4.80269545469307,2.68234908160977,-2.65791727058977,0.414217617161002,-1.00471442627153,-1.42374064717856,5.32689869508424,-3.00468424753953
"ACSS3",-0.398850550474512,0.398850550474512,0.507151705368149,-0.924647784699846,0.495197464962932,2.04751886744317,-1.04447401453539,-0.548695976976746,-0.16975793932221
"ACTA2",-12.2121677926723,12.2121677926723,16.2971062762773,-6.59532152711047,-5.51752243273817,12.7756574940714,-8.49988846531947,4.07883785402851,-7.80493598678784
"ACTB",-10.5960711092293,10.5960711092293,12.7436309779194,-6.60171851894356,-3.06250448620262,8.8316567505815,-6.62221037911762,4.82874590212319,-6.83988647523128
"ACTC1",-9.79711663794167,9.79711663794167,11.1060316336671,-6.01766512357909,-3.0352511896325,9.24943813679253,-6.05214012600742,3.54463334263687,-6.26477535035074
"ACTG2",-8.19362449054041,8.19362449054041,10.9649936610611,-5.17599794014637,-5.61615906932178,9.87851813786099,-6.07476416742073,1.14098452209039,-6.63593940725917
"ACTL7A",-0.974651625182475,0.974651625182475,-1.04242375097267,-1.77452231403067,2.77630422423085,-2.17529072678678,-2.62026749068759,1.7937877571444,2.15208373085337
"ACTL8",1.51534456268465,-1.51534456268465,-2.1738622268734,1.61768004637094,0.246801027312981,-3.06437313489967,2.87762181278549,0.615753106641711,-1.43210443814231
"ACTN1",-5.53753629591045,5.53753629591045,9.24418469517762,-4.28082610926469,-3.19969455783057,8.60915211646088,-6.17539002538105,-0.432899868198156,-0.94722235885032
"ACTN2",3.24511040673462,-3.24511040673462,-1.19044331524189,3.95130491849621,-3.89030012663203,0.0687327757761844,4.65137065923718,-1.64185213725846,-6.07023113766471
"ACTN4",-0.781668738750331,0.781668738750331,0.954976597474717,-1.15707185232916,0.39869124355149,1.4474447379611,-2.74246804603374,0.327723020391201,1.21826892589092
"ACTR10",-2.00774073722972,2.00774073722972,2.65340009028872,1.14101679716906,-3.44818776632888,1.75344115634878,1.65593178046961,0.418814563779408,-3.57265530046222
"ACTR1A",-3.16895229488579,3.16895229488579,3.5419612766988,-0.247742003215126,-2.6292295173393,1.01754953449609,2.10406609358272,3.0074362544739,-5.85918715165028
"ACTR1B",6.08694483846482,-6.08694483846482,-4.13856430832208,5.40486100307988,-1.71637519170217,-1.02719199505988,3.1956844134268,-5.11696621367283,2.58020592520615
"ACTR3",-6.09098670484799,6.09098670484799,2.6492090300169,-4.64512178462865,2.5631764460034,-1.62271307562126,-1.80715143646497,7.92778834431819,-2.87956650894241
"ACTR5",3.6707183769305,-3.6707183769305,-4.98256080988856,2.99318495639674,1.22597047237603,-3.61951746543318,3.29719680908184,-1.90823325795653,1.80666627626866
"ACTR8",0.800585016721713,-0.800585016721713,-0.989386824357682,1.44046993422237,-0.634676080218086,-3.07070948000271,3.0272247289166,0.494183540033516,-0.844079595938709
"ACVR1",-5.48088190263708,5.48088190263708,5.83835942216375,-5.34953826744625,0.337299566671427,3.00820020370228,-2.56144086013796,2.35110396999009,-2.50659108505922
"ACVR2A",-2.09611086474389,2.09611086474389,3.36692236121907,-1.00332051183859,-1.87724607149868,1.70913310969493,2.26865248912848,1.67529397791609,-5.51461234880314
"ACVR2B",10.6093837808715,-10.6093837808715,-3.39746508916559,10.2115073017094,-6.50680598245872,0.233839501072014,8.61990957320061,-8.65862942745973,-1.07173719045672
"ACVRL1",-12.8011198800286,12.8011198800286,11.6843064866724,-9.0351570919865,-0.060943922742035,7.84754599717775,-10.3095615951492,9.03562280151446,-4.39512687563405
"ACYP2",4.94145309358173,-4.94145309358173,-3.40463363470451,3.53751978476034,-0.589096897516512,-1.93353690166448,3.26620634393753,-3.16238189543404,1.62900713057648
"ADA",-6.97176349972366,6.97176349972366,3.67598510095856,-3.90820038933935,0.724675084536769,-0.315312020026867,-0.17986740512816,5.98320783020548,-6.14533787199567
"ADAM10",-6.78074510759364,6.78074510759364,5.11464397017615,-8.06324817017252,3.75141999540755,1.08675483352555,-5.95501117876184,4.29837942657475,1.23177488601518
"ADAM11",-1.73704868267795,1.73704868267795,-0.120922297688168,-0.212858196994126,0.344750884492459,-0.727720232584245,0.686937539673748,2.57033897424419,-3.06750380001241
"ADAM12",-12.484206305746,12.484206305746,10.0561838469871,-8.77384498994788,-2.31754978388041,5.81570578742926,-8.76946271903164,6.62787501093816,-7.50983622506347
"ADAM15",1.59486771143565,-1.59486771143565,-5.75841757971389,-1.79069134899391,6.63544604808175,-4.53273699004215,-3.3928514508955,-0.212322154068725,6.67193104330726
"ADAM17",0.345637708616558,-0.345637708616558,0.473799594310067,-0.422144304163366,0.0261067535174381,0.275438448144309,0.00650742587699217,-1.13847822836799,0.730723159922851
"ADAM18",0.500390676436265,-0.500390676436265,0.998957371865271,1.68967994569858,-3.44217831296324,1.36376791161245,0.935294462882609,-1.36447362932958,-1.94786245024381
"ADAM19",-15.9611541769146,15.9611541769146,13.5796762987575,-10.7603999015808,-0.509944335170086,7.76858964848573,-11.2882405977043,10.521647709897,-7.460566579707
"ADAM2",-0.20699582852851,0.20699582852851,0.323528161771049,-0.515263189958844,0.189079176191166,0.160514005535047,-0.546740298463253,0.0939188079921804,0.229565234933894
"ADAM20",1.76773442656065,-1.76773442656065,-0.890252561629538,2.49143486089781,-1.90594347455711,0.522712775774087,1.41059698246549,-1.35798046873465,-0.622817753612635
"ADAM22",-1.22114575491052,1.22114575491052,4.40658984124386,1.57725251366514,-6.53495436844064,3.68497399124875,2.80913216527623,-1.42763087748574,-7.06433902838508
"ADAM23",1.97334235084328,-1.97334235084328,1.70342220789199,3.24748527444982,-5.79556485059374,3.27385961510944,0.526771671250951,-5.11441859268317,-0.0658314495044377
"ADAM28",-2.37488275727193,2.37488275727193,2.22597440150266,-2.0366606596241,0.352245431808731,2.56033034640368,-3.97914534160832,1.9809393077177,0.245308377078733
"ADAM30",1.66091275886382,-1.66091275886382,-2.87018810015944,1.16930444483983,1.13035648131394,-2.53352112722981,0.622887057638026,0.441973741223073,1.12043877740214
"ADAM5",-0.200952313152496,0.200952313152496,-0.61131887982212,-0.533867346940458,1.09977020190935,-1.5633076105104,0.195501869200857,1.05958214826625,0.0340987307528372
"ADAM8",-12.5466580335605,12.5466580335605,7.14864694021759,-10.6398373389596,4.19711759860831,1.90343027978597,-8.94114609966623,11.9619091590638,-2.58303342906801
"ADAM9",-7.1639163045855,7.1639163045855,6.50166932665293,-4.89616058931386,-0.775837766036913,4.82299419844898,-5.05474766849327,4.61789970374066,-4.46615735152614
"ADAMDEC1",-13.4829175385126,13.4829175385126,4.63438515128429,-14.7508190746041,7.72629517263202,-1.83964487329594,-8.39339690035692,15.0352970358727,-3.07938866601472
"ADAMTS1",-1.51183387265341,1.51183387265341,2.80517709113774,-1.74125430453572,-0.728621524661357,1.92629720076337,-0.611800466724787,0.740332676176299,-1.86545134880716
"ADAMTS12",-12.2387354854489,12.2387354854489,12.8020274247147,-8.50332467235975,-4.51879424020182,8.17803638493979,-7.82542143624246,5.09207272696931,-8.89700309002913
"ADAMTS13",3.11861414102491,-3.11861414102491,-0.991649760714594,2.25707056595351,-1.34903700355334,0.68333808104339,0.554274893085471,-4.43097939324452,2.96498970075359
"ADAMTS2",-6.35569060479358,6.35569060479358,8.01618560367199,-2.74248864985322,-3.82481375802668,5.36184721053579,-1.06027367255115,3.42539970453195,-7.21428198894928
"ADAMTS20",1.46706352153346,-1.46706352153346,-1.01509327323198,1.82694502160437,-1.03011578103503,-0.181401104808143,2.97347169980984,-1.7854061726523,-1.70950317424628
"ADAMTS3",2.84031311288029,-2.84031311288029,-1.01503391785879,2.73748703844851,-2.07087614535916,-0.0250430266515988,3.81193928956847,-1.8698302365466,-2.65484371472242
"ADAMTS5",-3.84817168976641,3.84817168976641,8.59813831956073,-0.84950097128821,-6.30332693789635,7.0443857787876,-0.879337014907907,1.03411942299766,-6.50349450736867
"ADAMTS7",-7.56903101740169,7.56903101740169,3.4628999072327,-8.0759942329241,3.72953742427039,-0.255509453460345,-6.28358745467187,6.63702261678663,-1.94117859830975
"ADAMTS8",4.64543503139929,-4.64543503139929,-1.28846965770386,5.22466943673888,-5.83024417083496,1.66216858179385,3.38082271115377,-7.31504925099853,-0.668049799058656
"ADAMTS9",-0.379385960416096,0.379385960416096,3.04197357806985,3.12693600465336,-6.87885152256242,2.52075081691232,2.41913165143649,0.237203851468086,-5.91646884446247
"ADAMTSL3",-4.59014064867877,4.59014064867877,6.95467375568521,-2.91726950854478,-4.00460890312085,7.06162205262828,-4.1921166243466,0.0228694087933892,-3.47440705563686
"ADAMTSL4",-3.85463512864026,3.85463512864026,6.18037658368502,-2.28741820973604,-2.89689642838419,3.29496129674465,-1.18231951426667,2.99499280677439,-5.64643834934063
"ADAP2",-16.5686726279667,16.5686726279667,8.70219487742197,-15.8300429664469,7.15974350794645,2.24968774757201,-12.8908616751123,12.5971228164013,-0.106290948192479
"ADARB1",-1.40362787903894,1.40362787903894,-0.691861020933928,0.532616766131663,0.0650382587586757,-2.89423214359702,3.14202656112132,3.51951695162881,-4.82842250656586
