probeset,hgnc
A_23_P215614,CCDC132
A_23_P215625,ADAM22
A_23_P215634,IGFBP3
A_23_P215642,TNS3
A_23_P215658,TBRG4
A_23_P215675,COA1
A_23_P215687,GPR85
A_23_P21570,NPAS3
A_23_P215701,CASP2
A_23_P215718,FAM131B
A_23_P215720,CFTR
A_23_P215735,ST7
A_23_P215744,CTTNBP2
A_23_P215751,NDUFA5
A_23_P215778,DUS4L
A_23_P215787,HBP1
A_23_P215790,EGFR
A_23_P215806,ZNF117
A_23_P215819,ZNF655
A_23_P215828,CYP3A43
A_23_P215832,ATP5J2
A_23_P215875,DCAF13
A_23_P215883,NCALD
A_23_P215897,RNF19A
A_23_P215900,SCARA3
A_23_P215913,CLU
A_23_P215931,LEPROTL1
A_23_P215944,CTSB
A_23_P215956,MYC
A_23_P215963,STK3
A_23_P215976,CCNE2
A_23_P215980,KIAA1429
A_23_P215997,CYP11B2
A_23_P216004,SLC25A37
A_23_P216017,ENTPD4
A_23_P216023,ANGPT1
A_23_P216038,PHF20L1
A_23_P216043,DERL1
A_23_P216052,FAM83A
A_23_P216068,ATAD2
A_23_P216080,HOOK3
A_23_P216094,ASPH
A_23_P216108,ANK1
A_23_P216118,UNC5D
A_23_P216132,WHSC1L1
A_23_P216149,TERF1P2///TERF1P1///TERF1
A_23_P216153,MMP16
A_23_P216167,PSD3
A_23_P216176,MSR1
A_23_P21618,PDZRN3
A_23_P216188,IKBKB
A_23_P216199,PPP1R3B
A_23_P216200,AGPAT5
A_23_P216215,MTFR1
A_23_P216225,EGR3
A_23_P216257,TPD52
A_23_P216278,ASAP1
A_23_P216282,ARHGEF10
A_23_P216291,CPA6
A_23_P216307,RUNX1T1
A_23_P216312,CNOT7
A_23_P216325,ASAH1
A_23_P216340,SLA
A_23_P216355,TONSL
A_23_P216361,COL14A1
A_23_P216376,CNGB3
A_23_P216396,EXOSC2
A_23_P21640,CHD3
A_23_P216402,UCK1
A_23_P216429,ASPN
A_23_P216434,ECM2
A_23_P21644,HSD17B11
A_23_P216448,NFIB
A_23_P216455,RLN2
A_23_P216468,SLC1A1
A_23_P216476,ZBTB5
A_23_P216489,GNE
A_23_P216501,TPM2
A_23_P216517,ARHGEF39
A_23_P216522,TMEM8B
A_23_P216549,RUSC2
A_23_P216556,EPB41L4B
A_23_P216568,FAM206A
A_23_P216579,PALM2///PALM2-AKAP2
A_23_P216596,SVEP1
A_23_P216610,SUSD1
A_23_P216622,FKTN
A_23_P216630,SLC44A1
A_23_P216649,ABCA1
A_23_P216655,TRIM14
A_23_P216664,FOXE1
A_23_P216667,FOXE1
A_23_P216679,CDC14B
A_23_P216689,BRD3
A_23_P216693,MLLT3
A_23_P216708,RFK
A_23_P216712,TRPM6
A_23_P21673,FOCAD
A_23_P216739,SURF6
A_23_P216742,PAPPA
A_23_P216756,FCN2
A_23_P216779,NTRK2
A_23_P216806,APBA1
A_23_P216812,CDKN2B
A_23_P216836,DNLZ///CARD9
A_23_P216845,GFI1B
A_23_P216869,ZNF189
A_23_P216889,ANKRD20A7P///ANKRD20A8P///ANKRD20A2///ANKRD20A3///ANKRD20A1///ANKRD20A4
A_23_P216894,MAPKAP1
A_23_P216900,NR6A1
A_23_P216915,NR5A1
A_23_P216920,NEK6
A_23_P216935,MIR600HG
A_23_P216949,PDCL
A_23_P216966,PTGS1
A_23_P216970,TRAF1
A_23_P216984,RAB14
A_23_P216996,SH3GLB2
A_23_P217009,C9orf24
A_23_P217015,SET
A_23_P217028,USP20
A_23_P217049,NCS1
A_23_P217054,DCAF10
A_23_P217068,RPL12P4///RPL12///NBEAL1
A_23_P217079,DPM2
A_23_P217088,AK1
A_23_P217098,VPS13A
A_23_P217109,SLC31A2
A_23_P217114,ALAD
A_23_P217120,EHMT1
A_23_P21713,SPAG16
A_23_P217135,ZNF275
A_23_P217168,CXorf36
A_23_P217178,MAGEC1
A_23_P217187,P2RY10
A_23_P217208,SLC35A2
A_23_P217228,TRO
A_23_P217236,HMGB3P20///HMGB3
A_23_P217258,CYBB
A_23_P217269,VSIG4
A_23_P217277,SLITRK2
A_23_P217280,NOX1
A_23_P217297,ZNF711
A_23_P217304,KDM6A
A_23_P217319,FGF13
A_23_P217326,FHL1
A_23_P217339,PRKX
A_23_P21734,TAF9
A_23_P217341,MAGEB1
A_23_P217367,ATG4A
A_23_P217379,COL4A6
A_23_P217384,AP1S2
A_23_P217399,PIGA
A_23_P217409,USP9X
A_23_P217411,SMC1A
A_23_P217430,ATP1B4
A_23_P217447,LAMP2
A_23_P217468,AFF2
A_23_P21747,CABP5
A_23_P217475,IDS
A_23_P217487,FOXO4
A_23_P217498,GDPD2
A_23_P217507,ZBED1
A_23_P217510,CD99
A_23_P217528,KLF8
A_23_P217538,PCDH11X
A_23_P217546,TMLHE
A_23_P217554,MAGEA8
A_23_P217564,ACSL4
A_23_P217570,CAPN6
A_23_P21758,ADAM28
A_23_P217596,USP12
A_23_P217609,RNU6-585P///RPL36A///RPL36AP26
A_23_P217611,ARMCX3
A_23_P217621,TAF7L
A_23_P217643,F8
A_23_P217659,BRCC3
A_23_P217666,RPL10///SNORA70G
A_23_P217688,TSC22D3
A_23_P217704,GYG2
A_23_P217712,ARSD
A_23_P217741,CLCN4
A_23_P217755,SHROOM2
A_23_P21776,SNAPC5
A_23_P217763,TMSB4X
A_23_P217778,MSL3
A_23_P217785,PBDC1
A_23_P217804,CDK11A
A_23_P217820,DHCR24
A_23_P217832,FAM129A
A_23_P217845,RGS16
A_23_P21785,NSUN3
A_23_P217866,IFI16
A_23_P217872,ARID1A
A_23_P217886,UBE2J2
A_23_P217899,CCNL2
A_23_P217901,TSTD1
A_23_P217917,GSTM1
A_23_P217938,RAB4A///SPHAR
A_23_P217946,CDH23
A_23_P217958,HK1
A_23_P217968,SUV420H1
A_23_P217998,JAM3
A_23_P2180,OR51Q1
A_23_P218002,PRG2
A_23_P218025,KIF5A
A_23_P218047,KRT5
A_23_P218058,KLRC4-KLRK1///KLRC4
A_23_P218068,PLEKHA5
A_23_P218079,SLC38A2
A_23_P218086,TPCN1
A_23_P218096,RBM26
A_23_P2181,CYB5R2
A_23_P218108,WDFY2
A_23_P218111,SERPINA1
A_23_P218126,IGHG1///IGHG3
A_23_P218131,INF2
A_23_P218144,LTBP2
A_23_P218158,SMEK1
A_23_P218170,UNC45A
A_23_P218190,CAPN3
A_23_P218203,PLA2G4B///JMJD7///JMJD7-PLA2G4B
A_23_P218225,QPRT
A_23_P218237,LCAT
A_23_P218247,CES3
A_23_P218269,TAOK2
A_23_P218282,ZSCAN32
A_23_P218295,COG8
A_23_P218302,GLYR1
A_23_P218317,NARF
A_23_P218331,CYB561
A_23_P218346,TANC2
A_23_P218358,FBXW10///CDRT1
A_23_P218369,CCL14///CCL15-CCL14
A_23_P218375,ITGAE
A_23_P21838,CNP
A_23_P218398,DLG4
A_23_P218405,GPS2
A_23_P218412,SPAG7
A_23_P21842,ANKS1B
A_23_P218423,MRPL10
A_23_P218434,ZNF226
A_23_P218442,CEACAM6
A_23_P218456,ILF3
A_23_P218463,SERTAD1
A_23_P218476,TGFB1///B9D2
A_23_P218486,WDR83OS
A_23_P218492,ELAVL3
A_23_P218505,LHB
A_23_P218517,ZNF222
A_23_P218523,MFSD12
A_23_P21853,AP2A2
A_23_P218531,PGPEP1
A_23_P218549,EMR3
A_23_P218555,FOSL2
A_23_P218569,EPC2
A_23_P218579,GLB1L
A_23_P218584,BCL11A
A_23_P218597,NPAS2
A_23_P218608,EIF5B
A_23_P218619,C2orf15///MRPL30
A_23_P218626,NEU4
A_23_P218637,RGPD5///RGPD6
A_23_P218646,RTEL1-TNFRSF6B///TNFRSF6B
A_23_P218654,ZGPAT
A_23_P218669,WFDC5
A_23_P218675,WFDC2
A_23_P218685,TMEM189-UBE2V1///UBE2V1///TMEM189
A_23_P218706,ZNF343
A_23_P218726,CPNE1
A_23_P218731,CRYZL1
A_23_P218743,AGPAT3
A_23_P218751,GNB1L
A_23_P218770,RAC2
A_23_P218774,RAC2
A_23_P218784,DDX17
A_23_P218793,XPNPEP3
A_23_P218807,ZC3H7B
A_23_P218817,CPT1B///CHKB-CPT1B
A_23_P218827,POLQ
A_23_P218835,KPNA4
A_23_P218841,NGLY1
A_23_P218858,ABI3BP
A_23_P218863,PBRM1
A_23_P218879,ATRIP///TREX1
A_23_P218884,DVL3
A_23_P218892,EIF4G1
A_23_P218905,UBA6
A_23_P218918,FGF2
A_23_P218928,FAM198B
A_23_P218937,PCDHGC3
A_23_P218965,LARS
A_23_P218977,AFF4
A_23_P218988,SLC30A5
A_23_P218997,PDCD6
A_23_P219004,NT5DC1
A_23_P219013,ABCC10
A_23_P219045,HIST1H3D
A_23_P219060,GPSM3
A_23_P219072,SAMD9
A_23_P219084,ZNF3
A_23_P219105,FGFR1
A_23_P219117,DMTN
A_23_P219144,CLTA
A_23_P219161,OLFM1
A_23_P219176,RXRA
A_23_P219188,RABL6
A_23_P219197,RGS3
A_23_P219207,HUWE1
A_23_P219223,TREX2
A_23_P21929,ADRA1B
A_23_P21943,SAGE1
A_23_P21966,NSD1
A_23_P21976,CSPG4
A_23_P21990,SLC23A1
A_23_P22013,RSPO1
A_23_P22027,INSIG1
A_23_P2203,TAOK3
A_23_P22072,DLEU2
A_23_P22096,PTK2
A_23_P22119,PLEC
A_23_P22129,HAP1
A_23_P22134,BNC1
A_23_P22143,PDE6B
A_23_P2216,KRR1
A_23_P22169,FGGY
A_23_P22200,ASB8
A_23_P22205,SLC4A4
A_23_P22214,PRKAR2A
A_23_P22224,EIF4EBP1
A_23_P2223,MYL6B
A_23_P22232,KLRC2
A_23_P22254,RFX4
A_23_P22263,BANP
A_23_P2233,PMEL
A_23_P22350,GRAMD3
A_23_P22352,FRMD4A
A_23_P22364,GRM7
A_23_P22378,SOX11
A_23_P22382,TBC1D10B
A_23_P22398,MACROD2
A_23_P22409,FUT10
A_23_P22422,PNMA3
A_23_P22433,RP2
A_23_P22444,CFP
A_23_P22460,XIAP
A_23_P22473,FTSJ1
A_23_P22487,PCSK1N
A_23_P22499,GNL3L
A_23_P22526,HEPH
A_23_P22548,CHM
A_23_P22557,MAP7D3
A_23_P22565,FATE1
A_23_P2258,CCDC62
A_23_P22596,EGFL6
A_23_P22614,SEPT6
A_23_P2262,MED21
A_23_P22625,SLC9A6
A_23_P22647,FAM155B
A_23_P22660,CYSLTR1
A_23_P22671,VAMP7
A_23_P22672,ALG13
A_23_P22682,ARMCX1
A_23_P22696,CTAG2
A_23_P2271,PTHLH
A_23_P22723,ATP2B3
A_23_P22735,BEX2
A_23_P22744,PAGE5
A_23_P22761,SHOX
A_23_P22765,NDUFB11
A_23_P22800,TSPY6P///TSPY10///TSPY7P///TSPY2///TSPY4///TSPY8///TSPY3///TSPY1
A_23_P2283,TAC3
A_23_P22854,PGPEP1
A_23_P22915,SLC30A7
A_23_P22926,GNB1
A_23_P2293,HELB
A_23_P2294,HELB
A_23_P22957,SH3GLB1
A_23_P22970,PIK3R3
A_23_P22994,NFYC
A_23_P230,MROH7-TTC4///TTC4
A_23_P23006,NRD1
A_23_P23017,C1orf123
A_23_P23029,BSND
A_23_P23037,GJA8
A_23_P23048,S100A9
A_23_P2307,RHEBL1
A_23_P23074,IFI44
A_23_P23090,PDC
A_23_P23102,ZSCAN20
A_23_P23114,PTP4A2
A_23_P23141,H3F3AP4///H3F3AP6///H3F3A
A_23_P23151,CEP170
A_23_P23155,AJAP1
A_23_P2317,DDN
A_23_P23171,AGO4
A_23_P23175,SNIP1
A_23_P23191,HSPG2
A_23_P23194,PINK1
A_23_P23206,MAD2L2
A_23_P2322,TSPAN19
A_23_P23221,GADD45A
A_23_P23227,PKN2
A_23_P23266,BLZF1
A_23_P23279,RCSD1
A_23_P23292,RXRG
A_23_P23296,PKP1
A_23_P233,FMO5
A_23_P23303,EXO1
A_23_P23318,WDR3
A_23_P23341,CNKSR1
A_23_P23346,MLLT11
A_23_P23356,RRP15
A_23_P23380,ELOVL1
A_23_P23411,PRCC
A_23_P23421,ARHGEF11
A_23_P23438,SEMA4A
A_23_P2344,HOXC6
A_23_P23443,EFHD2
A_23_P23457,FBLIM1
A_23_P23485,CHIAP2
A_23_P23502,OR6N1
A_23_P23507,OR10T2
A_23_P23522,TATDN3
A_23_P23526,TRIM33
A_23_P23542,RPAP2
A_23_P2355,CBX5
A_23_P23572,PIP5K1A
A_23_P23575,SLC39A1
A_23_P23584,CTNNBIP1
A_23_P23611,AMY1A///AMY1B///AMY1C
A_23_P23616,PLEKHN1
A_23_P23625,ACAP3
A_23_P23630,ACAP3
A_23_P23639,MCOLN2
A_23_P23646,USF1
A_23_P2366,NUDT4P1///NUDT4
A_23_P23669,PALMD
A_23_P23705,SPATA6
A_23_P23719,VPS45
A_23_P23728,SV2A
A_23_P23748,WDR47
A_23_P23759,CFHR5
A_23_P23765,ITGB3BP
A_23_P23783,MYOC
A_23_P23797,ATP6V1G3
A_23_P23815,SLC30A1
A_23_P23829,CD34
A_23_P2383,CELA1
A_23_P23834,LGR6
A_23_P23839,LGR6
A_23_P23850,DAB1
A_23_P23855,POLR3GL
A_23_P23869,LHX4
A_23_P23873,PAPPA2
A_23_P23885,GJB4
A_23_P23894,DSTYK
A_23_P23924,CAPN2
A_23_P23941,ZNF37A
A_23_P23947,MAP3K8
A_23_P23960,BLOC1S2
A_23_P23966,ZNF488
A_23_P2397,RASSF3
A_23_P23980,PLEKHS1
A_23_P23983,FAM188A
A_23_P23996,MAT1A
A_23_P24004,IFIT2
A_23_P24031,TLX1
A_23_P24044,CNNM2
A_23_P24068,BMS1
A_23_P24077,C10orf54
A_23_P24083,PNLIPRP2
A_23_P24097,C10orf128
A_23_P24104,PLAU
A_23_P24129,DKK1
A_23_P24135,TACR2
A_23_P2414,C12orf39
A_23_P24149,SLC39A12
A_23_P24157,PYROXD2
A_23_P24176,CCNJ
A_23_P24192,RRP12
A_23_P24193,XPNPEP1
A_23_P24211,MMP21
A_23_P24215,TBC1D12
A_23_P2423,MAGOHB
A_23_P24234,OPN4
A_23_P24260,ENTPD1
A_23_P24269,C10orf88
A_23_P24275,IDI2-AS1
A_23_P24294,SLC17A6
A_23_P2431,C3AR1
A_23_P24311,ALDH3B2
A_23_P24318,RPS6KB2
A_23_P24332,MUC15
A_23_P24345,SLC39A13
A_23_P24361,GRM5
A_23_P24365,ANKRD49
A_23_P24375,OTUB1
A_23_P24384,CCDC88B
A_23_P24389,CCDC88B
A_23_P24397,RCOR2
A_23_P24414,EFEMP2
A_23_P24424,AP5B1
A_23_P24433,CTSF
A_23_P24444,DHCR7
A_23_P24457,LRRC4C
A_23_P2446,TMEM5
A_23_P24469,CSRP3
A_23_P24485,NFRKB
A_23_P24493,MMP8
A_23_P24515,ACAT1
A_23_P24529,C11orf57
A_23_P24535,TTC12
A_23_P24543,NXPE1
A_23_P24555,PHLDB1
A_23_P24577,PDZD3
A_23_P24586,ACCS
A_23_P24594,SNORD14E///HSPA8///HSPA8P8
A_23_P24616,SIAE
A_23_P24623,ELP4
A_23_P24633,THYN1
A_23_P24676,OR8U1
A_23_P24688,GLYATL1P2///GLYATL1P4///GLYATL1P3
A_23_P24709,OSBP
A_23_P24716,TMEM132A
A_23_P24723,TMEM138
A_23_P2474,COPS7A
A_23_P24751,TTC9C
A_23_P24755,STX5
A_23_P24763,RPS13
A_23_P24774,ABCC8
A_23_P24784,TNNI2
A_23_P24796,FAM160A2
A_23_P24835,PTH
A_23_P24843,MICAL2
A_23_P24870,CD44
A_23_P24884,ST5
A_23_P2489,RNU7-1///C12orf57
A_23_P24898,OR51D1
A_23_P24903,P2RY2
A_23_P2492,C1S
A_23_P24922,LIPT2
A_23_P24926,FNTA
A_23_P24948,KCNE3
A_23_P24960,NARS2
A_23_P24966,USP2
A_23_P24987,TSPAN31
A_23_P24997,CDK4
A_23_P250002,HACE1
A_23_P25003,CLIP1
A_23_P250035,SDHA
A_23_P250054,RNF123
A_23_P2501,PAH
A_23_P250102,CAND2
A_23_P250118,HSPBAP1
A_23_P250122,FAM20C
A_23_P250136,GRIK2
A_23_P250156,IGF2BP2
A_23_P250164,HGD
A_23_P250173,CNTN3
A_23_P25019,PRIM1
A_23_P250196,MTDH
A_23_P250206,GCK
A_23_P250228,HYAL4
A_23_P250231,ANKRD7
A_23_P250245,CD72
A_23_P250251,IFNA2
A_23_P250274,LRRC8A
A_23_P250283,RAB1A
A_23_P250294,ABHD5
A_23_P25030,HSD17B6
A_23_P250302,CCR3
A_23_P250313,KIAA1524
A_23_P250347,CAMK4
A_23_P250353,HERC6
A_23_P250358,HERC6
A_23_P250379,MAN2B2
A_23_P250380,MAN2B2
A_23_P250385,HIST1H1B
A_23_P250404,RAD50
A_23_P250413,PARVG
A_23_P250444,GJB1
A_23_P250455,HDAC6
A_23_P250462,ATP6AP1
A_23_P250478,PDK3
A_23_P250485,TRIM62
A_23_P250506,DPM3
A_23_P250554,AGGF1
A_23_P250564,PRKCE
A_23_P250571,DMXL1
A_23_P250607,PLS3
A_23_P250619,ZDHHC14
A_23_P250629,PSMB8
A_23_P250644,CDKN2AIPNLP1///CDKN2AIPNL
A_23_P250671,GPX1
A_23_P250694,TSGA13
A_23_P250701,WNK1
A_23_P250714,EXOG
A_23_P25073,MRPS35
A_23_P250735,CBX7
A_23_P250747,PCAT4
A_23_P250767,MTMR12
A_23_P250784,KCNIP4
A_23_P250800,ST3GAL6
A_23_P250813,WRN
A_23_P250825,KCTD7///RABGEF1
A_23_P25086,SDR9C7
A_23_P250866,TSC22D4
A_23_P250874,FKBP6
A_23_P250904,UBQLN1
A_23_P250910,UBQLN1
A_23_P250914,ATP6V1C2
A_23_P250930,CRBN
A_23_P250948,BRPF1
A_23_P250951,SLC26A2
A_23_P250963,SLC1A3
A_23_P25097,LLPH///TMBIM4
A_23_P250982,ISOC1
A_23_P250994,ANAPC10
A_23_P251011,ELL2
A_23_P251021,HCG9
A_23_P251031,IL13
A_23_P251043,SYNDIG1
A_23_P251051,NF2
A_23_P251075,MAMLD1
A_23_P251095,PDHA1
A_23_P251104,SGCB
A_23_P251118,LPP
A_23_P251132,SNTG2
A_23_P251151,NELL1
A_23_P251173,EIF2AK1
A_23_P251186,PROSC
A_23_P25121,FKBP11
A_23_P251216,VPS13D
A_23_P251232,TTTY14
A_23_P251248,TBCC
A_23_P251259,GTF2H4///VARS2
A_23_P251268,LINC00852
A_23_P251293,SNCG
A_23_P251303,SEC16A
A_23_P251316,CTNND1
A_23_P251324,WDR31
A_23_P251342,GSK3B
A_23_P251359,PIK3CG
A_23_P251364,STOX2
A_23_P25137,CAND1
A_23_P251377,HMCES
A_23_P251387,REPS2
A_23_P25141,CAND1
A_23_P251412,SCGN
A_23_P251421,CDCA7
A_23_P251443,CHRNA2
A_23_P251453,HNF4G
A_23_P251480,NBN
A_23_P251486,COLEC10
A_23_P251499,PCOLCE
A_23_P25150,HOXC9
A_23_P251505,NSUN5
A_23_P251548,TEX261
A_23_P25155,GPR84
A_23_P251562,HYAL2///TUSC2
A_23_P251574,KLHL24
A_23_P251593,RPL10AP6///RPL10AP2///RPL10A
A_23_P251611,C5orf45///TBC1D9B
A_23_P25163,MRPL42
A_23_P251647,RFESD
A_23_P251660,ABCF1
A_23_P251680,MIR4761///COMT
A_23_P251686,ADRBK2
A_23_P251695,NXT1
A_23_P251705,ARHGEF9
A_23_P251717,WDR45
A_23_P251730,ATP11C
A_23_P25176,TBX5
A_23_P251765,BANP
A_23_P251767,SNX29P2///BANP
A_23_P251771,PUS1
A_23_P251785,NAA16
A_23_P251795,GPC2
A_23_P251805,PRSS57
A_23_P251815,TECRL
A_23_P251836,NPY5R
A_23_P251841,NRXN3
A_23_P251855,SLC12A7
A_23_P251868,TTTY9B///OFD1P5Y///OFD1P6Y
A_23_P25187,KRT81
A_23_P251881,NCR3
A_23_P251893,BRAT1
A_23_P251898,BRAT1
A_23_P251916,RMDN1
A_23_P251927,CHCHD3
A_23_P251937,CPEB4
A_23_P25194,HRK
A_23_P251945,DCTN4
A_23_P251962,ZNF273
A_23_P251965,ZNF273
A_23_P251974,ZFYVE9
A_23_P251984,PSPH
A_23_P252023,SSX2///SSX2B
A_23_P25204,SLC25A3
A_23_P252052,FILIP1L
A_23_P252062,PPARG
A_23_P252075,AHCYL2
A_23_P252082,TMEM176A
A_23_P252100,TAS2R5
A_23_P252106,RIPK2
A_23_P252125,TRIP6
A_23_P252132,PTPRD
A_23_P252145,C1GALT1
A_23_P25215,RECQL
A_23_P252155,STRBP
A_23_P252163,DAPK1
A_23_P252175,MYO1B
A_23_P252193,ITGA9
A_23_P252201,EAF2
A_23_P252236,KLKB1
A_23_P25224,YBX3
A_23_P252250,MAML1
A_23_P252253,STATH
A_23_P252276,ARHGEF38
A_23_P252283,RNF135
A_23_P252292,CENPI
A_23_P252306,ID1
A_23_P252322,ATP5E
A_23_P252335,MIS18A
A_23_P25235,CLEC4D
A_23_P252362,MRPS30
A_23_P252371,RBBP8
A_23_P252388,SPEF2
A_23_P252403,COMMD10
A_23_P252432,TM4SF4
A_23_P252449,HNRNPA0
A_23_P25246,AVPR1A
A_23_P252462,GALNT9
A_23_P252491,PDZD11
A_23_P25253,DERA
A_23_P252536,MRPS26
A_23_P252556,BAI3
A_23_P252566,LINC00588
A_23_P252636,CSNK1G1
A_23_P252653,STK25
A_23_P252671,CLTB
A_23_P252681,PCYT1A
A_23_P252700,UNC50
A_23_P252704,ZNF706
A_23_P252711,LACTB2
A_23_P252721,DLC1
A_23_P252748,ZNF195
A_23_P252758,KEL
A_23_P252764,SMARCA2
A_23_P252783,SLC2A8
A_23_P252808,INO80B///WBP1
A_23_P252817,SST
A_23_P252825,SCAP
A_23_P252855,BRIX1
A_23_P252857,BRIX1
A_23_P252874,GPR116
A_23_P252882,CSN3
A_23_P252892,DRD5P2///DRD5P1
A_23_P252903,SIL1
A_23_P252913,BBS7
A_23_P252928,MAGEA12
A_23_P25293,NCAPD2
A_23_P252936,SLC9A8
A_23_P252962,ITSN1
A_23_P252981,ACE2
A_23_P253012,GRAMD1C
A_23_P253029,BOK
A_23_P253046,UGP2
A_23_P25305,ASCL1
A_23_P253052,CD99L2
A_23_P253068,ANAPC2
A_23_P253074,PIWIL2
A_23_P253081,IL3RA
A_23_P253123,VGLL1
A_23_P25313,BRI3BP
A_23_P253145,TAGAP
A_23_P253158,EP400
A_23_P253177,STK24
A_23_P253200,RPL15
A_23_P253221,ARHGEF4
A_23_P253250,GCSAM
A_23_P253301,PFN2
A_23_P253317,GPR171
A_23_P253321,PNOC
A_23_P253331,MNX1
A_23_P253345,C8orf4
A_23_P253350,C8orf4
A_23_P25336,GLTP
A_23_P253368,HOXA10
A_23_P253375,CUX1
A_23_P253389,SLC4A2
A_23_P253395,UNC13B
A_23_P253405,SLC31A1
A_23_P253412,MRPL50
A_23_P253421,AUP1
A_23_P253434,FNDC3B
A_23_P253446,GAP43
A_23_P253451,SLC7A14
A_23_P253464,FAM175A
A_23_P25348,ACAD10
A_23_P253484,AADAT
A_23_P253495,GSTA3
A_23_P253503,KCNK16
A_23_P253524,CENPE
A_23_P253536,NPR3
A_23_P25354,P2RX7
A_23_P253542,SMPX
A_23_P253561,TTPAL
A_23_P253571,PHF5A
A_23_P253586,DOPEY2
A_23_P253597,LRRC3
A_23_P253602,BMX
A_23_P253661,DNAJC22
A_23_P253677,TMEM192
A_23_P253692,GPR64
A_23_P2537,MMAB
A_23_P253723,RRH
A_23_P253734,CLN8
A_23_P253738,CLN8
A_23_P253752,MTFR2
A_23_P253791,CAMP
A_23_P253841,HSF1
A_23_P253896,NPNT
A_23_P253911,CHRNA3
A_23_P253921,ZKSCAN7
A_23_P253932,FAIM
A_23_P253949,RAB2A
A_23_P253958,LRRC17
A_23_P25396,NR1H4
A_23_P253963,TMEM70
A_23_P253982,HOXA4
A_23_P254025,ZFP37
A_23_P25403,HCFC2
A_23_P254031,TTF1
A_23_P254079,FAM47E-STBD1
A_23_P254081,LIAS
A_23_P254091,KIF2A
A_23_P254111,FBXO9
A_23_P254120,FBXO9
A_23_P254140,ARMC2
A_23_P254165,RAI2
A_23_P254179,ADNP
A_23_P254193,TTC38
A_23_P254212,RPA4
A_23_P254226,OFD1
A_23_P254254,SGSH
A_23_P254271,TUBB6
A_23_P2543,CUX2
A_23_P25433,C12orf4
A_23_P254340,RPN1
A_23_P254353,NOXA1
A_23_P254363,PRRG1
A_23_P254379,HBS1L
A_23_P254404,SNX33
A_23_P254415,RPSAP9///RPSA///RPSAP56///COMMD1///SNORA62///RPSAP58
A_23_P254434,RFPL2
A_23_P254442,ZNF783
A_23_P25445,FAM186B
A_23_P254472,C6orf211
A_23_P254498,RANGRF
A_23_P254507,HOPX
A_23_P254512,EFNA1
A_23_P254522,COL4A4
A_23_P254558,BPESC1
A_23_P254573,DNAJC2
A_23_P254594,GNRH1
A_23_P254601,ARF5
A_23_P254612,DBF4P1///DBF4
A_23_P254626,SGCE
A_23_P25463,CEP290
A_23_P254648,FBXW2
A_23_P254654,CLIC3
A_23_P254664,GCG
A_23_P254680,ULK4
A_23_P254688,TMEM108
A_23_P254733,CENPU
A_23_P254741,SOD3
A_23_P25475,SOAT2
A_23_P254756,CD164
A_23_P254768,HCG4
A_23_P254790,TAF9B
A_23_P254797,BPIFB2
A_23_P254816,TCF15
A_23_P254831,MAGEB2
A_23_P254842,HDHD1
A_23_P254852,OTOF
A_23_P254863,NIM1K
A_23_P25487,SLC38A4
A_23_P254888,ZYX
A_23_P254896,FGF16
A_23_P254917,LGALS4
A_23_P254934,NRXN3
A_23_P254944,GSTT1
A_23_P254967,RNPC3///AMY2B
A_23_P254970,RNPC3///AMY2B
A_23_P254978,TATDN1P1///TATDN1
A_23_P254989,TRPC5
A_23_P254997,LYRM4
A_23_P255011,UGGT1
A_23_P255016,UGGT1
A_23_P25503,FNDC3A
A_23_P255038,IL1RAPL2
A_23_P255057,SLC35A5
A_23_P255076,RWDD2A
A_23_P255104,LHFPL2
A_23_P255126,GAB3
A_23_P25515,MTMR6
A_23_P255153,RBMX2
A_23_P255166,ARHGAP15
A_23_P255185,AKR1D1
A_23_P255194,ZC3H11A
A_23_P255203,CSMD1
A_23_P255215,RP9P///RP9
A_23_P25525,GTF3A
A_23_P255257,DCAF12
A_23_P255263,STOM
A_23_P255273,RAD23B
A_23_P255286,SMPD4
A_23_P255298,HHATL
A_23_P255317,RNF14
A_23_P255328,PRDM8
A_23_P255331,MGARP///NDUFC1
A_23_P25534,VWA8
A_23_P255345,VNN1
A_23_P255376,CCDC109B
A_23_P255389,OR2W1
A_23_P2554,MLEC
A_23_P255418,SOX18
A_23_P255436,ARSA
A_23_P255444,DAPP1
A_23_P255457,CXorf51B///CXorf51A
A_23_P255503,PAFAH1B2
A_23_P255523,ALKBH4
A_23_P255535,ASMT
A_23_P255569,DUS1L
A_23_P25559,ABCC4
A_23_P255591,ZNF268
A_23_P255601,TMEM185A
A_23_P255616,NRSN1
A_23_P255618,NRSN1
A_23_P255653,TNFRSF10A
A_23_P25566,GPR183
A_23_P255663,MANEA
A_23_P255672,ABLIM2
A_23_P255695,SLC17A3
A_23_P255701,LRRC48
A_23_P255714,IFT74
A_23_P255750,ATAD5
A_23_P255785,NCK1
A_23_P255805,ZNF7
A_23_P25581,LIG4
A_23_P255827,TPT1P8
A_23_P255837,SLC7A2
A_23_P255851,RNF38
A_23_P255869,PLGRKT
A_23_P25587,LECT1
A_23_P255876,DNAI1
A_23_P255884,GSN
A_23_P255896,TRABD2A
A_23_P255916,RPUSD3
A_23_P255952,MYO6
A_23_P255968,TAAR5
A_23_P256008,ZDHHC11
A_23_P256021,LAS1L
A_23_P256033,EEF1A2
A_23_P256047,ANKEF1
